Overall_Rank,Name,Team,POS,POS_Rank,Games,FP_total,XFP_total,TGT_total,TGT_per_game,aDOT_mean,AYshare_mean,years_in_data,XGB_FP,Comp_FP,Comp_Names,Proj_FP_2026,OC_Stable,Scheme_Adj,Manual_Adj,Total_Adj,Adj_Note,Proj_FP_Adj,Tier
348,Tucker Fisk,LAC,TE,95,10,3.9000000000000004,4.2,3,0.3,0.2,0.05,3,22.2,,,22.2,0,0.0,0.0,0.0,,22.2,11
351,Andrew Ogletree,IND,TE,96,15,12.700000000000001,13.2,6,0.4,1.9333333333333333,1.3599999999999999,3,20.5,,,20.5,1,0.0,0.0,0.0,,20.5,11
352,Blake Whiteheart,CLV,TE,97,13,2.4,9.7,6,0.46153846153846156,3.3846153846153846,1.4,3,19.7,,,19.7,0,0.0,0.0,0.0,,19.7,11
352,John Bates,WAS,TE,97,15,27.3,25.2,15,1.0,2.8866666666666663,2.6199999999999997,5,19.7,,,19.7,0,0.0,0.0,0.0,,19.7,11
354,Zaire Mitchell-Paden,BLT,TE,99,6,3.7,6.9,3,0.5,3.3333333333333335,1.3333333333333333,1,12.4,24.1,"Giovanni Ricci (2023): 1FP, Payne Durham (2024): 34FP, Josh Whyle (2024): 61FP, Nate Adkins (2024): 44FP, Ko Kieft (2023): 7FP, Grant Calcaterra (2023): 8FP, Elijah Higgins (2024): 49FP, James Mitchell (2023): 5FP",19.4,0,0.0,0.0,0.0,,19.4,12
355,Trent Sherfield,DEN,WR,172,10,5.1,8.5,5,0.5,2.35,1.31,5,19.0,,,19.0,0,0.0,0.0,0.0,,19.0,17
356,Charlie Kolar,BLT,TE,100,17,36.2,20.6,12,0.7058823529411765,4.911764705882353,3.264705882352941,4,18.4,,,18.4,0,0.0,0.0,0.0,,18.4,12
357,Payne Durham,TB,TE,101,14,2.1,8.6,4,0.2857142857142857,1.2142857142857142,0.8428571428571429,3,18.1,,,18.1,0,0.0,0.0,0.0,,18.1,12
357,Jonathan Mingo,DAL,WR,173,6,3.5,9.6,4,0.6666666666666666,9.666666666666666,3.8666666666666667,3,18.1,,,18.1,1,0.0,0.0,0.0,,18.1,17
360,Quintin Morris,JAX,TE,102,9,17.5,15.5,7,0.7777777777777778,3.7222222222222223,2.522222222222222,4,17.8,,,17.8,1,0.0,0.0,0.0,,17.8,12
361,Ben Skowronek,PIT,WR,174,13,16.9,10.3,6,0.46153846153846156,5.0,3.9846153846153842,5,17.4,,,17.4,0,0.0,0.0,0.0,,17.4,18
361,Ke'Shawn Williams,PIT,WR,174,6,1.6,1.7999999999999998,1,0.16666666666666666,0.6666666666666666,0.2833333333333333,1,27.4,10.7,"Irvin Charles (2024): 0FP, Dareke Young (2023): 0FP, Justyn Ross (2024): 0FP, Samori Toure (2023): 17FP, Jamari Thrash (2025): 21FP, Tim Jones (2023): 19FP, Rakim Jarrett (2024): 21FP, River Cracraft (2023): 27FP",17.4,0,0.0,0.0,0.0,,17.4,18
366,Derius Davis,LAC,WR,177,9,2.5,10.5,3,0.3333333333333333,3.5555555555555554,1.7000000000000002,3,16.8,,,16.8,0,0.0,0.0,0.0,,16.8,18
367,Ian Thomas,LV,TE,103,12,24.4,19.3,13,1.0833333333333333,2.3833333333333333,1.8416666666666668,5,16.3,,,16.3,0,0.0,0.0,0.0,,16.3,12
368,Jack Stoll,NO,TE,104,14,16.599999999999998,16.2,10,0.7142857142857143,1.8214285714285714,1.0142857142857145,5,15.1,,,15.1,1,0.0,0.0,0.0,,15.1,12
369,Malik Heath,GB,WR,178,11,14.600000000000001,10.6,7,0.6363636363636364,5.4818181818181815,1.8636363636363635,3,14.9,,,14.9,1,0.0,0.0,0.0,,14.9,18
372,Kameron Johnson,TB,WR,181,9,17.7,12.8,7,0.7777777777777778,6.422222222222222,3.744444444444445,2,13.0,14.1,"River Cracraft (2024): 14FP, Mike Strachan (2023): 6FP, Laviska Shenault (2023): 22FP, Derius Davis (2025): 2FP, Byron Pringle (2023): 29FP, Ryan Miller (2025): 11FP, D'Wayne Eskridge (2023): 0FP, Dyami Brown (2023): 35FP",13.4,0,0.0,0.0,0.0,,13.4,18
373,Josiah Deguara,ARZ,TE,105,10,11.1,8.0,4,0.4,1.55,0.8300000000000001,5,13.3,,,13.3,0,0.0,0.0,0.0,,13.3,12
374,Colson Yankoff,WAS,TE,106,12,3.8,4.7,3,0.25,1.5,0.625,2,11.0,13.5,"Andrew Beck (2023): 0FP, Luke Farrell (2023): 28FP, Tyler Kroft (2023): 0FP, Grant Calcaterra (2024): 60FP, Trevon Wesco (2023): 3FP, Nick Vannett (2023): 1FP, Stephen Sullivan (2023): 24FP, Peyton Hendershot (2024): 10FP",11.9,0,0.0,0.0,0.0,,11.9,12
375,Brenden Bates,CLV,TE,107,7,8.8,9.4,5,0.7142857142857143,3.7857142857142856,2.4857142857142853,2,10.2,13.7,"Peyton Hendershot (2024): 10FP, Nick Vannett (2023): 1FP, Trevon Wesco (2023): 3FP, Stephen Sullivan (2023): 24FP, Charlie Kolar (2024): 28FP, Grant Calcaterra (2024): 60FP, Blake Whiteheart (2025): 2FP, Tyler Kroft (2023): 0FP",11.4,0,0.0,0.0,0.0,,11.4,12
378,Scott Miller,PIT,WR,182,11,15.2,21.1,12,1.0909090909090908,1.8454545454545455,3.209090909090909,5,10.8,,,10.8,0,0.0,0.0,0.0,,10.8,18
380,Ryan Miller,TB,WR,184,9,11.4,8.3,4,0.4444444444444444,7.777777777777778,2.6222222222222222,3,3.1,,,3.1,0,0.0,0.0,0.0,,3.1,18
381,Chris Manhertz,NYG,TE,108,9,1.7,3.2,2,0.2222222222222222,1.3333333333333333,0.6555555555555556,5,2.5,,,2.5,0,0.0,0.0,0.0,,2.5,13
